year2,ifsize,fage4,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1989,e) 50 to 99,e) 4,4425,6617,302389,313761,501,7.5,691,10.3,50452,9751,40701,3.1,16.1,73195,31886,41309,10.2,23.3,-22743,-7.2,32.2,0,349,400,23666
1989,e) 50 to 99,f) 5,4004,6245,281649,286545,435,6.9,608,9.6,49929,10452,39477,3.6,17.4,59720,24832,34888,8.7,20.8,-9791,-3.4,34.8,0,272,328,18188
1989,e) 50 to 99,g) 6 to 10,17014,28234,1182680,1200469,1973,6.9,2349,8.3,184384,38351,146033,3.2,15.4,219962,85858,134104,7.2,18.3,-35578,-2.9,30.8,0,779,892,51887
1989,e) 50 to 99,h) 11 to 15,7596,18758,529425,534787,1266,6.8,1303,7,79541,16184,63357,3,14.9,90264,32829,57435,6.1,16.9,-10723,-2,29.8,0,241,310,16617
1989,e) 50 to 99,l) Left Censored,48981,89150,3448265,3461984,4840,5.4,5738,6.4,421743,80683,341060,2.3,12.2,449180,155726,293454,4.5,13,-27437,-0.8,24.4,0,1189,1789,79933
1989,f) 100 to 249,a) 0,1650,2638,239363,120126,2622,198.8,0,0,238474,238474,0,198.5,198.5,0,0,0,0,0,238474,198.5,0,0,,,
1989,f) 100 to 249,b) 1,1443,2785,218696,232676,483,17,596,21,65033,26314,38719,11.3,28,92993,57318,35675,24.6,40,-27960,-12,56,0,289,313,44212
1989,f) 100 to 249,c) 2,1932,3953,295179,314179,475,11.8,619,15.4,67458,30675,36783,9.8,21.5,105458,63028,42430,20.1,33.6,-38000,-12.1,43,0,347,392,51608
1989,f) 100 to 249,d) 3,1788,3662,271463,279869,330,8.8,525,14,53605,11758,41847,4.2,19.2,70417,33360,37057,11.9,25.2,-16812,-6,38.4,0,160,172,23918
1989,f) 100 to 249,e) 4,2047,4270,307638,313030,556,13.4,345,8.3,55577,13773,41804,4.4,17.8,66360,26814,39546,8.6,21.2,-10783,-3.4,35.6,0,125,151,18400
1989,f) 100 to 249,f) 5,1879,4200,285247,290142,487,11.8,347,8.4,50911,13999,36912,4.8,17.5,60700,22592,38108,7.8,20.9,-9789,-3.4,35,0,92,108,12847
1989,f) 100 to 249,g) 6 to 10,7716,20485,1147264,1166647,2084,10.3,1775,8.7,189459,47844,141615,4.1,16.2,228224,90573,137651,7.8,19.6,-38765,-3.4,32.4,0,348,545,50309
1989,f) 100 to 249,h) 11 to 15,4135,18105,631881,632583,1638,9.2,1173,6.6,100166,25262,74904,4,15.8,101569,35628,65941,5.6,16.1,-1403,-0.3,31.6,0,99,233,14305
1989,f) 100 to 249,l) Left Censored,28420,93644,4389643,4384028,6670,7.1,6225,6.7,586248,142689,443559,3.3,13.4,575017,194296,380721,4.4,13.1,11231,0.3,26.2,0,512,899,74208
1989,g) 250 to 499,a) 0,340,877,115152,57927,875,199.5,0,0,114450,114450,0,197.6,197.6,0,0,0,0,0,114450,197.6,0,0,,,
1989,g) 250 to 499,b) 1,346,1161,118542,127565,144,10.6,571,42,38472,18213,20259,14.3,30.2,56518,37754,18764,29.6,44.3,-18046,-14.1,60.4,1,90,102,
1989,g) 250 to 499,c) 2,547,1881,179475,195101,184,9.6,270,14,35856,15994,19862,8.2,18.4,67108,41864,25244,21.5,34.4,-31252,-16,36.8,0,99,99,33012
1989,g) 250 to 499,d) 3,376,1414,118764,124248,243,18,138,10.2,22725,5903,16822,4.8,18.3,33693,13880,19813,11.2,27.1,-10968,-8.8,36.6,0,27,57,8687
1989,g) 250 to 499,e) 4,454,1407,151502,154940,151,11.1,104,7.6,26692,8430,18262,5.4,17.2,33568,13323,20245,8.6,21.7,-6876,-4.5,34.4,1,22,22,
1989,g) 250 to 499,f) 5,410,1661,137317,141558,225,13.9,153,9.4,24484,7007,17477,4.9,17.3,32966,13164,19802,9.3,23.3,-8482,-6,34.6,0,28,28,9291
1989,g) 250 to 499,g) 6 to 10,1798,9142,610800,613474,1177,13.3,611,6.9,110468,35476,74992,5.8,18,115815,42379,73436,6.9,18.9,-5347,-0.9,36,0,69,108,22748
1989,g) 250 to 499,h) 11 to 15,1139,9391,383694,383489,1214,13.4,605,6.7,64316,21468,42848,5.6,16.8,63906,18095,45811,4.7,16.7,410,0.1,33.4,0,13,61,4165
1989,g) 250 to 499,l) Left Censored,9207,62182,3183849,3167367,5322,8.7,4032,6.6,437119,124747,312372,3.9,13.8,404155,133549,270606,4.2,12.8,32964,1,25.6,0,106,250,34624
1989,h) 500 to 999,a) 0,74,397,50956,25478,397,200,0,0,50956,50956,0,200,200,0,0,0,0,0,50956,200,0,0,,,
1989,h) 500 to 999,b) 1,155,535,91466,91059,80,16.2,9,1.8,17102,6280,10822,6.9,18.8,16288,1261,15027,1.4,17.9,814,0.9,35.8,1,1,1,
1989,h) 500 to 999,c) 2,274,773,187130,190446,150,20.8,44,6.1,15330,4015,11315,2.1,8,21962,11580,10382,6.1,11.5,-6632,-3.5,16,0,14,14,9302
1989,h) 500 to 999,d) 3,140,1015,90651,91889,141,14.7,52,5.4,15096,3928,11168,4.3,16.4,17573,6577,10996,7.2,19.1,-2477,-2.7,32.8,1,6,7,
1989,h) 500 to 999,e) 4,133,905,84925,84650,170,20.3,45,5.4,17286,6691,10595,7.9,20.4,16735,4519,12216,5.3,19.8,551,0.6,39.6,0,5,8,3055
1989,h) 500 to 999,f) 5,156,1277,95693,97113,305,26,102,8.7,17111,7458,9653,7.7,17.6,19952,6803,13149,7,20.5,-2841,-2.9,35.2,0,5,6,2954
1989,h) 500 to 999,g) 6 to 10,711,6251,461480,460236,656,10.8,414,6.8,76404,22097,54307,4.8,16.6,73915,22440,51475,4.9,16.1,2489,0.5,32.2,0,14,62,9739.5
1989,h) 500 to 999,h) 11 to 15,491,7144,322342,320781,826,11.9,461,6.6,51634,14458,37176,4.5,16.1,48512,13200,35312,4.1,15.1,3122,1,30.2,1,4,10,
1989,h) 500 to 999,l) Left Censored,4876,60863,3270455,3253322,5403,9.1,3734,6.3,437690,121712,315978,3.7,13.5,403425,118072,285353,3.6,12.4,34265,1.1,24.8,0,43,622,27908.5
1989,i) 1000 to 2499,a) 0,40,533,60452,30226,533,200,0,0,60452,60452,0,200,200,0,0,0,0,0,60452,200,0,0,,,
1989,i) 1000 to 2499,b) 1,84,331,102812,105294,66,22.1,10,3.3,9329,3212,6117,3.1,8.9,14294,109,14185,0.1,13.6,-4965,-4.7,17.8,0,,,
1989,i) 1000 to 2499,c) 2,227,555,333661,342861,81,15.3,29,5.5,16116,6662,9454,1.9,4.7,34516,24103,10413,7,10.1,-18400,-5.4,9.4,0,13,13,21502
1989,i) 1000 to 2499,d) 3,77,652,82240,86750,106,17.5,23,3.8,12488,4851,7637,5.6,14.4,21508,4613,16895,5.3,24.8,-9020,-10.4,28.8,1,1,1,
1989,i) 1000 to 2499,e) 4,73,1033,102197,102711,188,19.7,39,4.1,17887,6000,11887,5.8,17.4,18914,3784,15130,3.7,18.4,-1027,-1,34.8,1,1,1,
1989,i) 1000 to 2499,f) 5,73,496,104342,101156,79,16.6,37,7.8,22008,9551,12457,9.4,21.8,15636,5488,10148,5.4,15.5,6372,6.3,31,0,3,3,3448
1989,i) 1000 to 2499,g) 6 to 10,343,5928,451484,450441,529,9.1,343,5.9,74251,20657,53594,4.6,16.5,72165,23078,49087,5.1,16,2086,0.5,32,0,4,4,5644
1989,i) 1000 to 2499,h) 11 to 15,283,7189,386047,380523,688,9.6,644,9,68300,20061,48239,5.3,17.9,57252,13521,43731,3.6,15,11048,2.9,30,0,,,
1989,i) 1000 to 2499,l) Left Censored,3346,79582,4821980,4781470,7224,9.2,5053,6.5,621576,192386,429190,4,13,540556,144047,396509,3,11.3,81020,1.7,22.6,0,18,147,21244
1989,j) 2500 to 4999,a) 0,7,44,,,44,200,0,0,,,,,,,,,,,,,,1,,,
1989,j) 2500 to 4999,b) 1,23,44,33646,,3,7.6,0,0,,,,,,,,,,,,,,1,,,
1989,j) 2500 to 4999,c) 2,62,88,168873,169918,8,8.6,18,19.4,6949,248,6701,0.1,4.1,9039,4717,4322,2.8,5.3,-2090,-1.2,8.2,1,1,1,
1989,j) 2500 to 4999,d) 3,20,54,16005,15106,1,1.8,8,14.3,3052,,,,20.2,1254,316,938,2.1,8.3,1798,11.9,16.6,1,,,
1989,j) 2500 to 4999,e) 4,14,580,,31285,48,8.6,9,1.6,5618,,,,18,1232,673,559,2.2,3.9,4386,14.1,7.8,1,,,
1989,j) 2500 to 4999,f) 5,19,833,35133,34364,58,7,38,4.6,5904,2410,3494,7,17.2,4366,1276,3090,3.7,12.7,1538,4.5,25.4,0,,,
1989,j) 2500 to 4999,g) 6 to 10,116,4488,253452,245174,661,15.4,398,9.3,52958,19856,33102,8.1,21.6,36402,15402,21000,6.3,14.8,16556,6.8,29.6,1,2,113,
1989,j) 2500 to 4999,h) 11 to 15,72,3796,174286,172709,475,13.1,141,3.9,29686,11903,17783,6.9,17.2,26532,9537,16995,5.5,15.4,3154,1.8,30.8,1,2,2,
1989,j) 2500 to 4999,l) Left Censored,1365,74267,3920488,3856429,8473,11.7,4410,6.1,556720,185500,371220,4.8,14.4,428601,100147,328454,2.6,11.1,128119,3.3,22.2,0,5,90,9688
1989,k) 5000 to 9999,a) 0,1,307,,,307,200,0,0,,,,,,,,,,,,,,1,,,
1989,k) 5000 to 9999,b) 1,11,43,3897,11896,0,0,1,3.6,405,0,405,0,3.4,16404,,16324,,137.9,-15999,-134.5,6.8,1,,,
1989,k) 5000 to 9999,c) 2,18,39,,,1,2.6,2,5.2,,,,,,,,,,,,,,1,2,2,
1989,k) 5000 to 9999,d) 3,5,241,19672,19093,13,5.2,29,11.6,2885,,,,15.1,1726,478,1248,2.5,9,1159,6.1,18,1,,,
1989,k) 5000 to 9999,e) 4,8,111,32881,31885,22,11.7,20,10.6,4525,,,,14.2,2532,,1982,,7.9,1993,6.3,15.8,1,,,
1989,k) 5000 to 9999,f) 5,8,347,35764,36025,13,3.7,37,10.4,3423,,,,9.5,3944,946,2998,2.6,10.9,-521,-1.4,19,1,1,9,0
1989,k) 5000 to 9999,g) 6 to 10,47,1312,146128,152067,131,10.4,63,5,16548,4139,12409,2.7,10.9,28426,8312,20114,5.5,18.7,-11878,-7.8,21.8,1,1,2,
1989,k) 5000 to 9999,h) 11 to 15,28,1944,120058,125041,167,8.8,84,4.4,16030,6092,9938,4.9,12.8,25995,7251,18744,5.8,20.8,-9965,-8,25.6,0,,,
1989,k) 5000 to 9999,l) Left Censored,778,74003,4050453,3999737,7136,9.9,4386,6.1,618027,245583,372444,6.1,15.5,516595,138879,377716,3.5,12.9,101432,2.6,25.8,0,5,20,0
1989,l) 10000+,b) 1,24,1096,53223,,58,5.5,63,5.9,,,,,,,,,,,,,,1,,,
1989,l) 10000+,c) 2,18,33,,,1,2.7,8,21.9,,,,,,,,,,,,,,1,,,
1989,l) 10000+,d) 3,18,116,14712,14058,5,4.3,6,5.2,2288,,,,16.3,979,256,723,1.8,7,1309,9.3,14,1,,,
1989,l) 10000+,e) 4,15,73,,15830,1,1.1,30,34.5,656,,,,4.1,3804,,1954,,24,-3148,-19.9,8.2,1,,,
1989,l) 10000+,f) 5,19,120,9575,10196,8,6.7,15,12.6,984,,,,9.7,2226,1150,1076,11.3,21.8,-1242,-12.1,19.4,1,,,
1989,l) 10000+,g) 6 to 10,87,3666,287611,292661,290,7.7,531,14.1,31373,8261,23112,2.8,10.7,41475,10945,30530,3.7,14.2,-10102,-3.5,21.4,0,,,
1989,l) 10000+,h) 11 to 15,67,3515,271469,268850,348,10.2,181,5.3,44486,15306,29180,5.7,16.5,39248,12090,27158,4.5,14.6,5238,1.9,29.2,0,,,
1989,l) 10000+,l) Left Censored,1059,326184,20416647,20241944,37400,11.7,28249,8.8,2915350,1118717,1796633,5.5,14.4,2565945,703700,1862245,3.5,12.7,349405,1.7,25.4,0,15,91,0
1990,a) 1 to 4,a) 0,334849,335063,643504,323192,333356,199,0,0,640625,640625,0,198.2,198.2,0,0,0,0,0,640625,198.2,0,0,,,
1990,a) 1 to 4,b) 1,257064,257721,782949,702898,506,0.2,65647,22.3,324481,2403,322078,0.3,46.2,164378,115390,48988,16.4,23.4,160103,22.8,46.8,0,50655,50658,90993
1990,a) 1 to 4,c) 2,199458,199830,532067,509259,9852,4.5,43810,20,169915,18109,151806,3.6,33.4,124299,81989,42310,16.1,24.4,45616,9,48.8,0,35559,35564,67510
1990,a) 1 to 4,d) 3,173019,173594,454871,439505,9561,5.1,35942,19.1,134794,17245,117549,3.9,30.7,104062,67383,36679,15.3,23.7,30732,7,47.4,0,29255,29255,55680
1990,a) 1 to 4,e) 4,146941,147418,380432,369453,7814,5,26892,17,103383,14242,89141,3.9,28,81424,50682,30742,13.7,22,21959,6,44,0,21669,21670,41537
1990,a) 1 to 4,f) 5,130758,131150,336420,327200,6780,4.9,21770,15.6,86738,12258,74480,3.7,26.5,68297,41394,26903,12.7,20.9,18441,5.6,41.8,0,17214,17216,33245
1990,a) 1 to 4,g) 6 to 10,433385,434943,1107963,1070465,22923,5.1,57485,12.7,265389,42386,223003,4,24.8,190393,107173,83220,10,17.8,74996,7,35.6,0,44558,44561,84802
1990,a) 1 to 4,h) 11 to 15,191920,193058,486462,470148,10888,5.4,23356,11.7,113466,19768,93698,4.2,24.1,80837,43165,37672,9.2,17.2,32629,6.9,34.4,0,17678,17679,33216
1990,a) 1 to 4,l) Left Censored,453861,456181,1154117,1130993,16922,3.6,50888,10.7,222887,31934,190953,2.8,19.7,176638,95115,81523,8.4,15.6,46249,4.1,31.2,0,40763,40780,77177
1990,b) 5 to 9,a) 0,81625,82092,528631,265101,81850,199.4,0,0,527060,527060,0,198.8,198.8,0,0,0,0,0,527060,198.8,0,0,,,
1990,b) 5 to 9,b) 1,67886,68839,530658,522800,603,0.8,11708,15.6,159356,3354,156002,0.6,30.5,143640,75518,68122,14.4,27.5,15716,3,55,0,9891,9893,63884
1990,b) 5 to 9,c) 2,66710,67488,466352,475523,2325,3.2,9927,13.9,109727,14507,95220,3.1,23.1,128068,64254,63814,13.5,26.9,-18341,-3.8,46.2,0,8542,8546,55623
1990,b) 5 to 9,d) 3,64167,65608,437475,449443,2013,2.9,8576,12.4,88308,12582,75726,2.8,19.6,112243,54375,57868,12.1,25,-23935,-5.4,39.2,0,7128,7136,46312
1990,b) 5 to 9,e) 4,59569,60837,424727,423499,1753,2.8,6790,10.7,97069,10802,86267,2.6,22.9,94613,42955,51658,10.1,22.3,2456,0.6,44.6,0,5662,5674,36641
1990,b) 5 to 9,f) 5,54487,55673,370837,376976,1427,2.5,5473,9.5,67538,8832,58706,2.3,17.9,79815,34636,45179,9.2,21.2,-12277,-3.3,35.8,0,4431,4432,28759
1990,b) 5 to 9,g) 6 to 10,196873,201498,1321684,1335974,5826,2.8,14840,7.2,213589,36745,176844,2.8,16,242168,93488,148680,7,18.1,-28579,-2.1,32,0,11688,11696,76079
1990,b) 5 to 9,h) 11 to 15,92250,95636,616791,622626,2657,2.7,5922,6.1,91781,16627,75154,2.7,14.7,103451,36266,67185,5.8,16.6,-11670,-1.9,29.4,0,4317,4330,28131
1990,b) 5 to 9,l) Left Censored,246845,253521,1656119,1673738,5000,1.9,13313,5.2,208591,31194,177397,1.9,12.5,243828,82523,161305,4.9,14.6,-35237,-2.1,25,0,10043,10064,65305
1990,c) 10 to 19,a) 0,36809,37556,484481,243032,37437,199.4,0,0,482898,482898,0,198.7,198.7,0,0,0,0,0,482898,198.7,0,0,,,
1990,c) 10 to 19,b) 1,31870,33051,479077,482885,674,1.9,5323,15,128060,6498,121562,1.3,26.5,135676,69584,66092,14.4,28.1,-7616,-1.6,53,0,4581,4581,60435
1990,c) 10 to 19,c) 2,33868,35258,468805,485720,1199,3.2,4894,13.1,100738,13634,87104,2.8,20.7,134568,63879,70689,13.2,27.7,-33830,-7,41.4,0,4112,4116,54790
1990,c) 10 to 19,d) 3,33929,36767,464778,481188,1186,3.1,4467,11.6,87094,12395,74699,2.6,18.1,119913,56060,63853,11.7,24.9,-32819,-6.8,36.2,0,3553,3561,47310
1990,c) 10 to 19,e) 4,31993,34461,434384,447240,956,2.7,3491,9.8,74976,10624,64352,2.4,16.8,100688,43365,57323,9.7,22.5,-25712,-5.7,33.6,0,2718,2722,35968
1990,c) 10 to 19,f) 5,30312,32736,411355,421340,928,2.7,2865,8.5,67453,10017,57436,2.4,16,87423,35261,52162,8.4,20.7,-19970,-4.7,32,0,2207,2213,29123
1990,c) 10 to 19,g) 6 to 10,112712,122230,1523836,1546071,3617,2.9,7929,6.4,228870,40711,188159,2.6,14.8,273340,97384,175956,6.3,17.7,-44470,-2.9,29.6,0,5931,5943,78836
1990,c) 10 to 19,h) 11 to 15,56828,64278,764437,773536,1680,2.6,3327,5.1,103809,18522,85287,2.4,13.4,122007,38247,83760,4.9,15.8,-18198,-2.4,26.8,0,2103,2119,28067
1990,c) 10 to 19,l) Left Censored,175618,191635,2397541,2418696,3717,1.9,8188,4.2,274660,40795,233865,1.7,11.4,316969,93048,223921,3.8,13.1,-42309,-1.7,22.8,0,5130,5191,67885
1990,d) 20 to 49,a) 0,17469,18574,512416,256714,18536,199.6,0,0,511405,511405,0,199.2,199.2,0,0,0,0,0,511405,199.2,0,0,,,
1990,d) 20 to 49,b) 1,15388,16999,499204,510124,595,3.3,2632,14.6,123231,11303,111928,2.2,24.2,145071,73430,71641,14.4,28.4,-21840,-4.2,48.4,0,2158,2166,62628
1990,d) 20 to 49,c) 2,17065,18966,509913,537052,803,4,2694,13.5,101648,16024,85624,3,18.9,155926,73627,82299,13.7,29,-54278,-10.1,37.8,0,2142,2169,62588
1990,d) 20 to 49,d) 3,18254,21996,545252,567649,846,3.7,2391,10.5,93582,15771,77811,2.8,16.5,138375,61995,76380,10.9,24.4,-44793,-7.9,33,0,1739,1762,51120
1990,d) 20 to 49,e) 4,16614,20091,494988,512487,698,3.4,1843,8.9,80313,12475,67838,2.4,15.7,115311,47771,67540,9.3,22.5,-34998,-6.8,31.4,0,1340,1351,38975
1990,d) 20 to 49,f) 5,16459,19875,490858,505900,670,3.3,1711,8.4,76232,12527,63705,2.5,15.1,106315,43618,62697,8.6,21,-30083,-5.9,30.2,0,1183,1195,35083
1990,d) 20 to 49,g) 6 to 10,63837,79236,1914571,1944379,2706,3.4,4746,5.9,273003,51584,221419,2.7,14,332619,113642,218977,5.8,17.1,-59616,-3.1,28,0,2953,3007,86845
1990,d) 20 to 49,h) 11 to 15,34853,49150,1051283,1060818,1549,3.1,2324,4.7,135814,26249,109565,2.5,12.8,154883,47755,107128,4.5,14.6,-19069,-1.8,25.6,0,1112,1154,32800
1990,d) 20 to 49,l) Left Censored,131003,167240,4001868,4030287,3991,2.4,6460,3.8,423879,70194,353685,1.7,10.5,480717,131894,348823,3.3,11.9,-56838,-1.4,21,0,2862,2979,85992
1990,e) 50 to 99,a) 0,4207,4848,283607,141999,4841,199.7,0,0,283216,283216,0,199.4,199.4,0,0,0,0,0,283216,199.4,0,0,,,
1990,e) 50 to 99,b) 1,3841,4684,276402,282127,348,7.2,658,13.6,71730,14837,56893,5.3,25.4,83180,40669,42511,14.4,29.5,-11450,-4.1,50.8,0,532,539,35570
1990,e) 50 to 99,c) 2,4213,5630,279011,299111,437,7.5,758,13.1,52780,10612,42168,3.5,17.6,92980,42983,49997,14.4,31.1,-40200,-13.5,35.2,0,543,552,36301
1990,e) 50 to 99,d) 3,4683,7087,315099,330230,624,8.7,769,10.7,55309,13003,42306,3.9,16.7,85570,37310,48260,11.3,25.9,-30261,-9.2,33.4,0,438,476,28990
1990,e) 50 to 99,e) 4,4338,6566,291708,302939,541,8.2,639,9.6,48739,12273,36466,4.1,16.1,71201,28948,42253,9.6,23.5,-22462,-7.4,32.2,0,336,363,22488
1990,e) 50 to 99,f) 5,4516,6761,304246,313420,520,7.7,572,8.4,46417,10549,35868,3.4,14.8,64765,23347,41418,7.4,20.7,-18348,-5.9,29.6,0,251,287,17171
1990,e) 50 to 99,g) 6 to 10,18098,29262,1219634,1242226,2240,7.7,2190,7.5,175476,43116,132360,3.5,14.1,220659,71257,149402,5.7,17.8,-45183,-3.7,28.2,0,719,868,48389
1990,e) 50 to 99,h) 11 to 15,10749,23961,727950,736631,1703,7.1,1484,6.2,102493,28597,73896,3.9,13.9,119854,36181,83673,4.9,16.3,-17361,-2.4,27.8,0,293,401,19422
1990,e) 50 to 99,l) Left Censored,48547,86816,3325601,3358090,4358,5,4491,5.2,357899,79169,278730,2.4,10.7,422877,112947,309930,3.4,12.6,-64978,-1.9,21.4,0,892,1305,60319
1990,f) 100 to 249,a) 0,1574,2218,229557,114922,2216,199.8,0,0,229270,229270,0,199.5,199.5,0,0,0,0,0,229270,199.5,0,0,,,
1990,f) 100 to 249,b) 1,1526,2590,227764,232621,256,9.8,313,12,61799,20416,41383,8.8,26.6,71513,33530,37983,14.4,30.7,-9714,-4.1,53.2,0,179,181,27020
1990,f) 100 to 249,c) 2,1739,3270,249500,271142,411,12.3,530,15.9,48342,12560,35782,4.6,17.8,91626,47177,44449,17.4,33.8,-43284,-16,35.6,0,254,284,37545
1990,f) 100 to 249,d) 3,2111,4926,305160,318945,686,14.2,452,9.4,52539,17056,35483,5.3,16.5,80108,34104,46004,10.7,25.1,-27569,-8.6,33,0,176,195,26556
1990,f) 100 to 249,e) 4,1911,4170,276139,286384,438,10.6,358,8.7,45209,11127,34082,3.9,15.8,65698,25358,40340,8.9,22.9,-20489,-7.1,31.6,0,127,137,18926
1990,f) 100 to 249,f) 5,2077,4566,307038,313415,446,9.9,324,7.2,46918,12825,34093,4.1,15,59671,21394,38277,6.8,19,-12753,-4,30,0,93,111,14222
1990,f) 100 to 249,g) 6 to 10,8407,21373,1240573,1253832,2056,9.7,1505,7.1,194823,52760,142063,4.2,15.5,221340,69540,151800,5.5,17.7,-26517,-2.2,31,0,293,429,42427
1990,f) 100 to 249,h) 11 to 15,5724,23874,858017,862793,2170,9.2,1574,6.7,125749,37221,88528,4.3,14.6,135300,40950,94350,4.7,15.7,-9551,-1.1,29.2,0,125,204,18230
1990,f) 100 to 249,l) Left Censored,28560,92578,4287888,4315279,5803,6.3,5268,5.7,491074,126663,364411,2.9,11.4,545856,147872,397984,3.4,12.6,-54782,-1.2,22.8,0,400,679,58401
1990,g) 250 to 499,a) 0,314,805,105135,52751,804,199.8,0,0,104769,104769,0,198.6,198.6,0,0,0,0,0,104769,198.6,0,0,,,
1990,g) 250 to 499,b) 1,341,909,103337,107791,107,12,72,8.1,28267,17250,11017,16,26.2,37174,17077,20097,15.8,34.5,-8907,-8.3,52.4,1,32,35,
1990,g) 250 to 499,c) 2,393,1415,126224,139785,155,10.9,159,11.2,26025,7186,18839,5.1,18.6,53146,28099,25047,20.1,38,-27121,-19.4,37.2,0,64,72,21781
1990,g) 250 to 499,d) 3,536,2009,176867,182241,216,11,143,7.2,26033,10126,15907,5.6,14.3,36781,14926,21855,8.2,20.2,-10748,-5.9,28.6,1,28,33,
1990,g) 250 to 499,e) 4,372,1547,127028,131405,181,11.8,140,9.2,24406,7384,17022,5.6,18.6,33160,14969,18191,11.4,25.2,-8754,-6.6,37.2,0,27,33,9613
1990,g) 250 to 499,f) 5,457,1850,150365,153094,232,12.8,149,8.2,22494,8712,13782,5.7,14.7,27951,9949,18002,6.5,18.3,-5457,-3.6,29.4,0,20,22,6826
1990,g) 250 to 499,g) 6 to 10,1943,9725,630092,642520,1174,12.3,768,8.1,97272,34763,62509,5.4,15.1,122127,36925,85202,5.7,19,-24855,-3.9,30.2,0,50,113,16708
1990,g) 250 to 499,h) 11 to 15,1547,11343,518475,518275,1007,9,705,6.3,81386,23841,57545,4.6,15.7,80985,22203,58782,4.3,15.6,401,0.1,31.2,0,21,91,7064
1990,g) 250 to 499,l) Left Censored,9367,63142,3178804,3189627,5163,8.3,3905,6.2,383998,105586,278412,3.3,12,405644,105506,300138,3.3,12.7,-21646,-0.7,24,0,83,204,28125
1990,h) 500 to 999,a) 0,91,318,61915,30958,318,200,0,0,61915,61915,0,200,200,0,0,0,0,0,61915,200,0,0,,,
1990,h) 500 to 999,b) 1,94,455,65116,59543,45,10,40,8.9,24915,6188,18727,10.4,41.8,13768,2718,11050,4.6,23.1,11147,18.7,46.2,1,2,17,
1990,h) 500 to 999,c) 2,166,711,104691,112789,124,18,79,11.5,17947,5937,12010,5.3,15.9,34143,15401,18742,13.7,30.3,-16196,-14.4,31.8,0,15,15,9872
1990,h) 500 to 999,d) 3,299,910,202963,204002,104,11.9,33,3.8,18617,5968,12649,2.9,9.1,20695,8424,12271,4.1,10.1,-2078,-1,18.2,1,9,9,
1990,h) 500 to 999,e) 4,139,1194,96956,98764,209,18.5,68,6,19818,8120,11698,8.2,20.1,23435,10865,12570,11,23.7,-3617,-3.6,40.2,0,10,11,6234
1990,h) 500 to 999,f) 5,145,840,97734,98112,88,10.7,54,6.5,17138,4872,12266,5,17.5,17894,5675,12219,5.8,18.2,-756,-0.7,35,0,6,8,4374
1990,h) 500 to 999,g) 6 to 10,784,6257,495383,506581,695,11.2,552,8.9,73650,23435,50215,4.6,14.5,96046,30681,65365,6.1,19,-22396,-4.5,29,0,16,17,10676
1990,h) 500 to 999,h) 11 to 15,646,9825,426632,427329,969,10,723,7.5,66731,21795,44936,5.1,15.6,68124,17440,50684,4.1,15.9,-1393,-0.3,31.2,0,3,3,1953
1990,h) 500 to 999,l) Left Censored,4815,60199,3216902,3218238,4333,7.2,4260,7.1,380051,100499,279552,3.1,11.8,382723,109445,273278,3.4,11.9,-2672,-0.1,23.6,0,30,143,18977
1990,i) 1000 to 2499,a) 0,17,21,25181,12591,21,200,0,0,25181,25181,0,200,200,0,0,0,0,0,25181,200,0,0,,,
1990,i) 1000 to 2499,b) 1,65,675,72379,72695,88,13.5,55,8.4,17331,11479,5852,15.8,23.8,17963,,16547,,24.7,-632,-0.9,47.6,1,,,
1990,i) 1000 to 2499,c) 2,95,1030,122951,130044,259,27.9,56,6,12552,6222,6330,4.8,9.7,26737,9512,17225,7.3,20.6,-14185,-10.9,19.4,0,6,6,8027
1990,i) 1000 to 2499,d) 3,225,667,341853,343938,53,8.2,13,2,16369,3065,13304,0.9,4.8,20539,6695,13844,1.9,6,-4170,-1.2,9.6,1,2,2,
1990,i) 1000 to 2499,e) 4,67,605,88813,92419,130,22.1,95,16.2,13142,3959,9183,4.3,14.2,20353,6716,13637,7.3,22,-7211,-7.8,28.4,0,3,3,5342
1990,i) 1000 to 2499,f) 5,73,1012,104683,104704,189,20.1,47,5,15651,7431,8220,7.1,14.9,15692,,13548,,15,-41,-0.1,29.8,1,,,
1990,i) 1000 to 2499,g) 6 to 10,370,5749,514958,509397,804,14.5,408,7.3,82636,33840,48796,6.6,16.2,71513,17812,53701,3.5,14,11123,2.2,28,0,3,3,4607
1990,i) 1000 to 2499,h) 11 to 15,328,7825,462883,453286,722,9.4,422,5.5,74298,19842,54456,4.4,16.4,55105,13269,41836,2.9,12.2,19193,4.2,24.4,1,1,1,
1990,i) 1000 to 2499,l) Left Censored,3380,83746,4885859,4854994,7626,9.2,5121,6.2,578729,164501,414228,3.4,11.9,516999,128376,388623,2.6,10.6,61730,1.3,21.2,0,5,5,8661
1990,j) 2500 to 4999,a) 0,4,4,,,4,200,0,0,,,,,,,,,,,,,,1,,,
